,Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Status,Latitude,Longitude
16898,61012,AES Distributed Energy,58763,Expressway Solar C2,CA,San Bernardino,CISO,IPP Non-CHP,EXSC2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.584444,-117.3414
16965,58696,Ignite Solar Holdings LLC,58814,Shasta Solar Farm,CA,Shasta,CISO,IPP Non-CHP,GENA,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,41.031389,-121.4225
16966,58696,Ignite Solar Holdings LLC,58814,Shasta Solar Farm,CA,Shasta,CISO,IPP Non-CHP,GENB,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,41.031389,-121.4225
16980,61012,AES Distributed Energy,58831,Redcrest Solar Farm,CA,Kern,CISO,IPP Non-CHP,PV-1,16.6,16,16,Solar Photovoltaic,(OP) Operating,35.321944,-118.8128
17051,58759,Perpetual Energy Systems,58889,ASTI,CA,Sonoma,CISO,IPP Non-CHP,ASTI,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,38.761389,-122.9753
17052,58759,Perpetual Energy Systems,58890,Beringer,CA,Sonoma,CISO,IPP Non-CHP,BERI,1.4,1.4,1.4,Solar Photovoltaic,(OP) Operating,38.510833,-122.4797
17075,61944,MN8 Energy LLC,58906,Valley Center 1,CA,San Diego,CISO,IPP Non-CHP,VC1,2.5,2.5,2.5,Solar Photovoltaic,(OP) Operating,33.234167,-117.0017
17076,61944,MN8 Energy LLC,58907,Valley Center 2,CA,San Diego,CISO,IPP Non-CHP,VC2,5,5,5,Solar Photovoltaic,(OP) Operating,33.234167,-117.0017
17078,61944,MN8 Energy LLC,58909,Ramona 1,CA,San Diego,CISO,IPP Non-CHP,RAM1,2,2,2,Solar Photovoltaic,(OP) Operating,33.012222,-116.875
17079,61944,MN8 Energy LLC,58911,Ramona 2,CA,San Diego,CISO,IPP Non-CHP,RAM2,5,5,5,Solar Photovoltaic,(OP) Operating,33.012222,-116.875
17080,57104,Golden Springs Development Company LLC,58912,Santa Fe Springs Rooftop Solar BLDG M,CA,Los Angeles,CISO,IPP Non-CHP,1,1.8,1.8,1.8,Solar Photovoltaic,(OP) Operating,33.910833,-118.0444
17081,57104,Golden Springs Development Company LLC,58913,Santa Fe Springs Rooftop Solar BLDG H,CA,Los Angeles,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,33.910833,-118.0444
17096,61315,Solarenewal LLC,58918,2081 Terzian Solar Project,CA,Fresno,CISO,IPP Non-CHP,2081,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,36.67,-119.4158
17097,61315,Solarenewal LLC,58919,2127 Harris Solar Project,CA,Butte,CISO,IPP Non-CHP,2127,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,39.291667,-121.6697
17098,61315,Solarenewal LLC,58920,2097 Helton Solar Project,CA,Merced,CISO,IPP Non-CHP,2097,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,37.352222,-120.5069
17128,60281,"Altus Power America Management, LLC",58949,Cloverdale Solar I,CA,Sonoma,CISO,IPP Non-CHP,TBD,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,38.773056,-123.0178
17132,57313,Tesla Inc.,58954,Intel Folsom Phase 2,CA,Sacramento,BANC,IPP Non-CHP,PV,1,1,1,Solar Photovoltaic,(OP) Operating,38.643611,-121.1639
17143,57313,Tesla Inc.,58963,Las Virgenes Municipal Water District,CA,Los Angeles,CISO,IPP Non-CHP,PV,1,1,1,Solar Photovoltaic,(OP) Operating,34.136111,-118.7019
17150,56769,Consolidated Edison Development Inc.,58973,White River Solar 2,CA,Tulare,CISO,IPP Non-CHP,W2CA,19.8,19.8,19.8,Solar Photovoltaic,(OP) Operating,35.874722,-119.0461
17152,17650,Southern Power Co,58975,Henrietta Solar Project,CA,Kings,CISO,IPP Non-CHP,PV1,102,100,100,Solar Photovoltaic,(OP) Operating,36.218806,-119.8058
17162,60453,Onward Energy,58983,RE Camelot LLC,CA,Kern,CISO,IPP Non-CHP,1,45,45,45,Solar Photovoltaic,(OP) Operating,35.026667,-118.1856
17163,60453,Onward Energy,58984,"RE Adams East, LLC",CA,Fresno,CISO,IPP Non-CHP,1,19,19,19,Solar Photovoltaic,(OP) Operating,36.6175,-120.2908
17164,60453,Onward Energy,58985,"RE Kansas Solar, LLC",CA,Kings,CISO,IPP Non-CHP,1,20,20,20,Solar Photovoltaic,(OP) Operating,36.247778,-119.8339
17165,60453,Onward Energy,58986,"RE Old River One, LLC",CA,Kern,CISO,IPP Non-CHP,1,20,20,20,Solar Photovoltaic,(OP) Operating,35.223333,-119.0889
17176,60453,Onward Energy,58990,"RE Columbia Two, LLC",CA,Kern,CISO,IPP Non-CHP,1,15,15,15,Solar Photovoltaic,(OP) Operating,35.026667,-118.1856
17177,60453,Onward Energy,58991,"RE Kent South, LLC",CA,Kings,CISO,IPP Non-CHP,1,20,20,20,Solar Photovoltaic,(OP) Operating,36.226111,-119.9053
17198,61012,AES Distributed Energy,59008,Woodmere Solar Farm,CA,Kern,CISO,IPP Non-CHP,PV1,15,15,14,Solar Photovoltaic,(OP) Operating,35.323056,-118.8214
17199,61012,AES Distributed Energy,59009,Hayworth Solar,CA,Kern,CISO,IPP Non-CHP,PV1,27,26,25,Solar Photovoltaic,(OP) Operating,35.325278,-118.8786
17324,60453,Onward Energy,59086,"Cottonwood Solar, LLC (Goose Lake)",CA,Kern,CISO,IPP Non-CHP,GEN1,12,12,12,Solar Photovoltaic,(OP) Operating,35.593611,-119.58
17325,60453,Onward Energy,59087,"Cottonwood Solar, LLC (City of Corcoran)",CA,Kings,CISO,IPP Non-CHP,GEN 1,12,12,12,Solar Photovoltaic,(OP) Operating,36.134444,-119.5544
17326,17650,Southern Power Co,59088,Calipatria Solar Farm,CA,Imperial,IID,IPP Non-CHP,GEN 1,20,20,20,Solar Photovoltaic,(OP) Operating,33.165833,-115.5322
17331,57313,Tesla Inc.,59094,Division 1,CA,Los Angeles,CISO,IPP Non-CHP,GEN 1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.708333,-118.1306
17332,57313,Tesla Inc.,59095,Division 2,CA,Los Angeles,CISO,IPP Non-CHP,GEN 1,1,1,1,Solar Photovoltaic,(OP) Operating,34.708333,-118.1306
17333,57313,Tesla Inc.,59096,Division 3,CA,Los Angeles,CISO,IPP Non-CHP,GEN1,1,1,1,Solar Photovoltaic,(OP) Operating,34.708333,-118.1306
17335,57313,Tesla Inc.,59098,Kettering Solar 1,CA,Los Angeles,CISO,IPP Non-CHP,PV1,1,1,1,Solar Photovoltaic,(OP) Operating,34.700278,-118.1236
17336,57313,Tesla Inc.,59099,Kettering Solar 2,CA,Los Angeles,CISO,IPP Non-CHP,PV1,1,1,1,Solar Photovoltaic,(OP) Operating,34.700278,-118.1236
17357,58944,"Enerparc CA 1, LLC",59122,Enerparc CA1 LLC,CA,San Benito,CISO,IPP Non-CHP,ECA11,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.831667,-121.4042
17364,65164,CleanCapital Holdings,59129,CSD 2- Freedom High,CA,Contra Costa,CISO,IPP Non-CHP,57449,0.9,0.9,0.9,Solar Photovoltaic,(OP) Operating,37.969722,-121.7194
17365,65164,CleanCapital Holdings,59130,CSD 2 - Heritage High,CA,Contra Costa,CISO,IPP Non-CHP,57449,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,37.921944,-121.7556
17367,65164,CleanCapital Holdings,59132,EAFB - North Base,CA,Kern,CISO,IPP Non-CHP,57449,1,1,1,Solar Photovoltaic,(OP) Operating,34.9325,-117.9072
17368,65164,CleanCapital Holdings,59133,EAFB - South Base,CA,Kern,CISO,IPP Non-CHP,57449,1,1,1,Solar Photovoltaic,(OP) Operating,34.917222,-117.9003
17373,65164,CleanCapital Holdings,59138,SDCCD - Miramar,CA,San Diego,CISO,IPP Non-CHP,57449,1,1,1,Solar Photovoltaic,(OP) Operating,32.906111,-117.1214
17374,65164,CleanCapital Holdings,59139,SDCWA - Twin Oaks,CA,San Diego,CISO,IPP Non-CHP,57449,1,1,1,Solar Photovoltaic,(OP) Operating,33.21,-117.1706
17386,61944,MN8 Energy LLC,59150,RE Mustang LLC,CA,Kings,CISO,IPP Non-CHP,PV1,100,100,100,Solar Photovoltaic,(OP) Operating,36.221667,-119.9031
17398,66100,Boralex US Operations LLC,59167,Lancaster Solar 1,CA,Los Angeles,CISO,IPP Non-CHP,LS1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.715,-118.095
17400,58976,"PsomasFMG Lancaster Solar Crest, LLC",59169,Lancaster Solar 2,CA,Los Angeles,CISO,IPP Non-CHP,LS2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.710556,-118.1661
17413,59139,SunEdison LLC,59182,Hesperia,CA,San Bernardino,CISO,IPP Non-CHP,10-94,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.435,-117.3781
17414,60453,Onward Energy,59183,"CID Solar, LLC",CA,Kings,CISO,IPP Non-CHP,PV1,20,20,20,Solar Photovoltaic,(OP) Operating,36.138056,-119.5647
17430,61230,"Arevon Energy, Inc.",59203,Farmersville,CA,Tulare,CISO,IPP Non-CHP,PV1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.19,-119.12
17431,61230,"Arevon Energy, Inc.",59203,Farmersville,CA,Tulare,CISO,IPP Non-CHP,PV2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.19,-119.12
17432,61230,"Arevon Energy, Inc.",59203,Farmersville,CA,Tulare,CISO,IPP Non-CHP,PV3,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.19,-119.12
17439,61230,"Arevon Energy, Inc.",59219,Porterville 6 and 7,CA,Tulare,CISO,IPP Non-CHP,PV1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.05,-119.02
17440,61230,"Arevon Energy, Inc.",59219,Porterville 6 and 7,CA,Tulare,CISO,IPP Non-CHP,PV2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.05,-119.02
17462,59041,Lone Valley Solar Park II LLC,59237,Lone Valley Solar Park II LLC,CA,San Bernardino,CISO,IPP Non-CHP,CPII,20,20,20,Solar Photovoltaic,(OP) Operating,34.408333,-116.8625
17474,65411,Duke Energy Renewables Services,59249,Rio Bravo Solar 1 LLC,CA,Kern,CISO,IPP Non-CHP,PV1,20,19.5,14.1,Solar Photovoltaic,(OP) Operating,35.416111,-119.6825
17475,65411,Duke Energy Renewables Services,59250,Rio Bravo Solar II LLC,CA,Kern,CISO,IPP Non-CHP,PV1,20,19.5,14.1,Solar Photovoltaic,(OP) Operating,35.4225,-119.6292
17477,65411,Duke Energy Renewables Services,59253,Wildwood Solar II,CA,Kern,CISO,IPP Non-CHP,PV1,15,14.7,11.2,Solar Photovoltaic,(OP) Operating,35.63,-119.5739
17489,61012,AES Distributed Energy,59262,Lancaster Little Rock,CA,Los Angeles,CISO,IPP Non-CHP,LLRC,5,5,5,Solar Photovoltaic,(OP) Operating,34.599444,-117.9328
17490,58135,Ecos Energy LLC,59265,Merced Solar LLC,CA,Merced,CISO,IPP Non-CHP,PV8,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,37.267778,-120.4844
17491,58135,Ecos Energy LLC,59267,Mission Solar LLC,CA,Merced,CISO,IPP Non-CHP,PV9,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,37.267778,-120.4825
17492,58135,Ecos Energy LLC,59268,Hollister Solar LLC,CA,San Benito,CISO,IPP Non-CHP,PV10,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.8625,-121.4289
17493,61012,AES Distributed Energy,59269,Victor Mesa Linda B2,CA,San Bernardino,CISO,IPP Non-CHP,VMLB2,1.5,1.6,1.5,Solar Photovoltaic,(OP) Operating,34.512778,-117.3872
17494,61012,AES Distributed Energy,59270,Victor Mesa Linda C2,CA,San Bernardino,CISO,IPP Non-CHP,VMLC2,1.5,1.6,1.5,Solar Photovoltaic,(OP) Operating,34.511389,-117.3872
17495,61012,AES Distributed Energy,59271,Victor Mesa Linda D2,CA,San Bernardino,CISO,IPP Non-CHP,VMLD2,1.5,1.6,1.5,Solar Photovoltaic,(OP) Operating,34.509444,-117.3872
17496,61012,AES Distributed Energy,59272,Victor Mesa Linda E2,CA,San Bernardino,CISO,IPP Non-CHP,VMLE2,1.5,1.6,1.5,Solar Photovoltaic,(OP) Operating,34.508056,-117.3872
17497,61012,AES Distributed Energy,59273,SEPV Palmdale East,CA,Los Angeles,CISO,IPP Non-CHP,PALME,10,9,9,Solar Photovoltaic,(OP) Operating,34.613056,-117.9389
17505,58540,California PV Energy LLC,59283,California PV Energy at ISD WWTP,CA,Contra Costa,CISO,IPP Non-CHP,W4236,1,1,1,Solar Photovoltaic,(OP) Operating,38.001111,-121.7039
17515,61230,"Arevon Energy, Inc.",59300,Hanford 1 and 2,CA,Kings,CISO,IPP Non-CHP,HAN1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.306667,-119.6292
17516,61230,"Arevon Energy, Inc.",59300,Hanford 1 and 2,CA,Kings,CISO,IPP Non-CHP,HAN2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.306667,-119.6292
17523,64172,Arevon Asset Management,59308,Beacon Solar Plant Site 5,CA,Kern,LDWP,IPP Non-CHP,BEAC5,37.8,37.8,37.8,Solar Photovoltaic,(OP) Operating,35.248889,-118.0344
17524,64172,Arevon Asset Management,59309,Beacon Solar Plant Site 2,CA,Kern,LDWP,IPP Non-CHP,BEAC2,47.3,47.3,47.3,Solar Photovoltaic,(OP) Operating,35.265833,-117.9992
17533,61012,AES Distributed Energy,59315,Hecate Energy Beacon Solar 1,CA,Kern,LDWP,IPP Non-CHP,BEAC1,56,51,50,Solar Photovoltaic,(OP) Operating,35.269444,-118.0144
17534,61012,AES Distributed Energy,59316,Hecate Energy Beacon Solar 3,CA,Kern,LDWP,IPP Non-CHP,BEAC3,56,51,50,Solar Photovoltaic,(OP) Operating,35.253056,-118.0147
17535,61012,AES Distributed Energy,59317,Hecate Energy Beacon Solar 4,CA,Kern,LDWP,IPP Non-CHP,BEAC4,50,47,45,Solar Photovoltaic,(OP) Operating,35.253611,-118.0269
17540,65411,Duke Energy Renewables Services,59322,Pumpjack Solar I,CA,Kern,CISO,IPP Non-CHP,GEN1,20,20,20,Solar Photovoltaic,(OP) Operating,35.305556,-119.6225
17541,63249,Terraform Arcadia,59323,Sacramento (SMUD),CA,Sacramento,BANC,IPP Non-CHP,SMUPV,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,38.587222,-121.4578
17554,60453,Onward Energy,59334,"Catalina Solar 2, LLC",CA,Kern,CISO,IPP Non-CHP,INV-1,18,18,18,Solar Photovoltaic,(OP) Operating,34.812222,-118.3528
17561,61230,"Arevon Energy, Inc.",59339,Quinto Solar PV Project,CA,Merced,CISO,IPP Non-CHP,SSC13,108,105.1,76.8,Solar Photovoltaic,(OP) Operating,37.130278,-121.0522
17565,59139,SunEdison LLC,59359,SCE-Snowline-Duncan Road (North),CA,San Bernardino,CISO,IPP Non-CHP,10400,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.473889,-117.5628
17566,59139,SunEdison LLC,59360,SCE-Snowline-Duncan Road (South),CA,San Bernardino,CISO,IPP Non-CHP,11113,1,1,1,Solar Photovoltaic,(OP) Operating,34.471389,-117.5622
17586,65411,Duke Energy Renewables Services,59380,"Wildwood Solar I, LLC",CA,Kern,CISO,IPP Non-CHP,WLD1,19.5,19.5,19.5,Solar Photovoltaic,(OP) Operating,35.615833,-119.5783
17613,59173,City of Tulare Water Pollution Control,59395,City of Tulare Water Facility,CA,Tulare,CISO,Commercial Non-CHP,SC500,1,1,0.8,Solar Photovoltaic,(OP) Operating,36.185,-119.375
17614,59173,City of Tulare Water Pollution Control,59395,City of Tulare Water Facility,CA,Tulare,CISO,Commercial Non-CHP,SOLAR,2.4,2.2,1.7,Solar Photovoltaic,(OP) Operating,36.185,-119.375
17617,58135,Ecos Energy LLC,59405,Diamond Valley Solar Project,CA,Riverside,CISO,IPP Non-CHP,PV11,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,33.713056,-117.0725
17620,59183,Shafter Solar LLC,59408,Shafter Solar LLC,CA,Kern,CISO,IPP Non-CHP,1,20,20,20,Solar Photovoltaic,(OP) Operating,35.393333,-119.1278
17621,59185,"CD US Solar PO 3, LLC",59409,"Madelyn Solar, LLC",CA,San Bernardino,CISO,IPP Non-CHP,SNL17,1,1,1,Solar Photovoltaic,(OP) Operating,34.768333,-117.3236
17622,59185,"CD US Solar PO 3, LLC",59410,"Rudy Solar, LLC",CA,San Bernardino,CISO,IPP Non-CHP,SNL19,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.766389,-117.3236
17623,59185,"CD US Solar PO 3, LLC",59411,"Mitchell Solar, LLC",CA,San Bernardino,CISO,IPP Non-CHP,SNL18,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.765,-117.3236
17624,59050,Algonquin Power Co,59412,Algonquin SKIC20 Solar LLC,CA,Kern,CISO,IPP Non-CHP,SKI20,20,20,20,Solar Photovoltaic,(OP) Operating,35.126111,-119.2433
17625,56769,Consolidated Edison Development Inc.,59413,Corcoran Solar 2,CA,Kings,CISO,IPP Non-CHP,C2CA,19.8,19.8,19.8,Solar Photovoltaic,(OP) Operating,36.141944,-119.5817
17626,56769,Consolidated Edison Development Inc.,59414,Atwell Island West Solar,CA,Tulare,CISO,IPP Non-CHP,AWCA,20,20,20,Solar Photovoltaic,(OP) Operating,35.815,-119.4597
17631,59187,Anaheim Public Utilities,59416,Anaheim Solar Energy Plant,CA,Orange,CISO,Electric Utility,PV1,2.1,2,1.2,Solar Photovoltaic,(OP) Operating,33.8025,-117.9197
17633,59139,SunEdison LLC,59421,SCE-Snowline-White Road (South),CA,San Bernardino,CISO,IPP Non-CHP,11111,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.413056,-117.4708
17634,59139,SunEdison LLC,59422,SCE-Snowline-White Road (North),CA,San Bernardino,CISO,IPP Non-CHP,10401,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.4175,-117.4697
17635,59139,SunEdison LLC,59423,SCE-Snowline-White Rd (Central),CA,San Bernardino,CISO,IPP Non-CHP,10402,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.415278,-117.47
17647,61012,AES Distributed Energy,59431,Sierra Solar Greenworks,CA,Los Angeles,CISO,IPP Non-CHP,SSG1,20,18,18,Solar Photovoltaic,(OP) Operating,34.703611,-118.3342
17667,59212,"Adelanto Solar II, LLC",59440,"Adelanto Solar II, LLC",CA,San Bernardino,CISO,IPP Non-CHP,SAS,7,7,7,Solar Photovoltaic,(OP) Operating,34.557222,-117.3775
17668,59211,"Adelanto Solar, LLC",59441,"Adelanto Solar, LLC",CA,San Bernardino,CISO,IPP Non-CHP,SAS,20,20,20,Solar Photovoltaic,(OP) Operating,34.557222,-117.3775
17670,60453,Onward Energy,59443,"TA-Acacia, LLC",CA,Los Angeles,CISO,IPP Non-CHP,WAS1,20,20,20,Solar Photovoltaic,(OP) Operating,34.689167,-118.3247
17710,60453,Onward Energy,59469,Alamo Solar,CA,San Bernardino,CISO,IPP Non-CHP,ALAMO,20,20,20,Solar Photovoltaic,(OP) Operating,34.682222,-117.3475
17713,57369,"Apple, Inc",59473,Apple Campus 2 PV,CA,Santa Clara,CISO,Industrial Non-CHP,AC2PV,14.4,12.4,9.5,Solar Photovoltaic,(OP) Operating,37.33,-122.01
17762,59257,"Giffen Solar Park, LLC",59522,Giffen Solar Park,CA,Fresno,CISO,IPP Non-CHP,FRGSP,20,20,18,Solar Photovoltaic,(OP) Operating,36.544722,-120.3161
17763,66100,Boralex US Operations LLC,59523,Five Points Solar Park,CA,Fresno,CISO,IPP Non-CHP,FRFSP,60,60,50,Solar Photovoltaic,(OP) Operating,36.386944,-120.2367
17764,56769,Consolidated Edison Development Inc.,59524,Blackwell Solar Park,CA,Kern,CISO,IPP Non-CHP,FRBSP,20,20,20,Solar Photovoltaic,(OP) Operating,35.612,-119.845
17765,59260,Wright Solar Park LLC,59525,Wright Solar Park,CA,Merced,CISO,IPP Non-CHP,FRWSP,200,200,180,Solar Photovoltaic,(OP) Operating,37.009444,-120.9572
17768,64659,"Solar Oasis, LLC",59528,Solar Oasis LLC,CA,Los Angeles,CISO,IPP Non-CHP,OASIS,20,20,20,Solar Photovoltaic,(OP) Operating,34.648889,-118.0767
17772,59272,"41MB 8me, LLC",59531,Borden Solar Farm,CA,Madera,CISO,IPP Non-CHP,BRDN,50,50,50,Solar Photovoltaic,(OP) Operating,36.941111,-119.96
17773,59273,"62SK 8me, LLC",59532,Springbok Solar Farm 1,CA,Kern,LDWP,IPP Non-CHP,SB1,105,105,105,Solar Photovoltaic,(OP) Operating,35.249167,-117.9553
17777,65305,"Clean Focus Yield, LLC",59536,Coronus Adelanto West 1,CA,San Bernardino,CISO,IPP Non-CHP,AWI,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.548056,-117.4644
17778,65305,"Clean Focus Yield, LLC",59537,Coronus Adelanto West 2,CA,San Bernardino,CISO,IPP Non-CHP,AW2,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.548056,-117.4644
17779,60281,"Altus Power America Management, LLC",59539,Park Meridian #1,CA,Riverside,CISO,IPP Non-CHP,1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,33.896111,-117.2836
17780,60281,"Altus Power America Management, LLC",59540,Rancho Cucamonga Dist #1,CA,San Bernardino,CISO,IPP Non-CHP,2,1.8,1.8,1.8,Solar Photovoltaic,(OP) Operating,34.100278,-117.5528
17781,60281,"Altus Power America Management, LLC",59541,Terra Francesco,CA,San Bernardino,CISO,IPP Non-CHP,3,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.039722,-117.6067
17790,59290,Solvida Energy Group/Blue Oak Energy,59550,Putah Creek Solar Farm,CA,Yolo,CISO,IPP Non-CHP,PCSF,2,2,2,Solar Photovoltaic,(OP) Operating,38.521111,-121.9939
17795,59298,"Vega Solar, LLC",59555,Vega Solar,CA,Merced,CISO,IPP Non-CHP,VEGA1,20,20,20,Solar Photovoltaic,(OP) Operating,36.925833,-120.82
17826,59345,"Colton Solar One, LLC",59597,"Colton Solar One, LLC",CA,San Bernardino,CISO,IPP Non-CHP,CS001,2.5,2.5,2.5,Solar Photovoltaic,(OP) Operating,34.093333,-117.3194
17827,59346,"Colton Solar Two, LLC",59598,"Colton Solar Two, LLC",CA,San Bernardino,CISO,IPP Non-CHP,CS002,1,1,1,Solar Photovoltaic,(OP) Operating,34.042222,-117.3617
17828,61230,"Arevon Energy, Inc.",59599,Tropico Solar PV Plant,CA,Tulare,CISO,IPP Non-CHP,GEN1,14,13,11,Solar Photovoltaic,(OP) Operating,35.831944,-119.0561
17829,61230,"Arevon Energy, Inc.",59600,Nicolis Solar PV Plant,CA,Tulare,CISO,IPP Non-CHP,GEN1,20,19,16,Solar Photovoltaic,(OP) Operating,35.835833,-119.0561
17835,60453,Onward Energy,59607,"Maricopa West Solar PV, LLC",CA,Kern,CISO,IPP Non-CHP,MWS,20,20,20,Solar Photovoltaic,(OP) Operating,35.115278,-119.3178
17836,59353,"AP North Lake I, LP",59610,"AP North Lake I, LP",CA,Riverside,CISO,IPP Non-CHP,APNLI,20,20,20,Solar Photovoltaic,(OP) Operating,33.74,-117.0106
17864,66100,Boralex US Operations LLC,59633,Kettleman Solar -Centaurus,CA,Kings,CISO,IPP Non-CHP,KS,20,20,18,Solar Photovoltaic,(OP) Operating,36.050833,-119.9475
17873,61230,"Arevon Energy, Inc.",59638,Coronal Lost Hills,CA,Kern,CISO,IPP Non-CHP,CLH,20,20,20,Solar Photovoltaic,(OP) Operating,35.726667,-119.9058
17889,11208,Los Angeles Department of Water & Power,59651,"Forever 21 Retail, Inc.",CA,Los Angeles,LDWP,IPP Non-CHP,W4161,1.3,1.3,1,Solar Photovoltaic,(OP) Operating,34.071389,-118.1961
17890,11208,Los Angeles Department of Water & Power,59652,Nordhoff Place,CA,Los Angeles,LDWP,IPP Non-CHP,W4162,0.9,1,0.6,Solar Photovoltaic,(OP) Operating,34.236667,-118.5658
17895,60453,Onward Energy,59657,"Imperial Valley Solar Co (IVSC) 2, LLC",CA,Imperial,IID,IPP Non-CHP,IVSC2,20,20,20,Solar Photovoltaic,(OP) Operating,33.252222,-115.4975
17921,60281,"Altus Power America Management, LLC",59687,Sun Harvest Solar NDP1,CA,Merced,CISO,IPP Non-CHP,NDP1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,37.05758,-120.6536
17932,60453,Onward Energy,59703,"Cottonwood Solar, LLC Cottonwood Carport",CA,Marin,CISO,IPP Non-CHP,1,1,1,1,Solar Photovoltaic,(OP) Operating,38.129759,-122.5682
17958,65411,Duke Energy Renewables Services,59722,Seville 1,CA,Imperial,IID,IPP Non-CHP,SEV1,20,20,20,Solar Photovoltaic,(OP) Operating,33.1125,-116.0139
17959,65411,Duke Energy Renewables Services,59723,Seville 2,CA,Imperial,IID,IPP Non-CHP,SEV2,30,30,30,Solar Photovoltaic,(OP) Operating,33.1101,-116.0059
17968,61012,AES Distributed Energy,59730,SEPV 18,CA,Los Angeles,CISO,IPP Non-CHP,SPV18,2,2,2,Solar Photovoltaic,(OP) Operating,34.613602,-117.9344
17975,61012,AES Distributed Energy,59737,Aspiration G,CA,Fresno,CISO,IPP Non-CHP,ASPRG,9,9,9,Solar Photovoltaic,(OP) Operating,36.552186,-120.3525
17976,61012,AES Distributed Energy,59738,Citizen B,CA,Fresno,CISO,IPP Non-CHP,CSB,5,5,5,Solar Photovoltaic,(OP) Operating,36.723806,-120.4321
17977,61012,AES Distributed Energy,59739,Lancaster WAD B,CA,Los Angeles,CISO,IPP Non-CHP,LWADB,3,3,3,Solar Photovoltaic,(OP) Operating,34.780192,-118.1933
17978,61012,AES Distributed Energy,59740,SEPV Mojave West,CA,Kern,CISO,IPP Non-CHP,SPVMW,20,20,20,Solar Photovoltaic,(OP) Operating,35.022903,-118.2827
17984,59512,"Team-Solar, Inc.",59746,DSH (CA) - Coalinga State Hospital,CA,Fresno,CISO,IPP Non-CHP,1,2,2,2,Solar Photovoltaic,(OP) Operating,36.13726,-120.2185
17986,59512,"Team-Solar, Inc.",59748,CDCR (CA) - Pleasant Valley State Prison,CA,Fresno,CISO,IPP Non-CHP,1,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,36.137219,-120.2244
18050,11208,Los Angeles Department of Water & Power,59798,Colon PV,CA,Los Angeles,LDWP,IPP Non-CHP,W4172,1.3,0.9,1.4,Solar Photovoltaic,(OP) Operating,33.792694,-118.2524
18099,59616,"63SU 8me, LLC",59840,Springbok Solar Farm 2,CA,Kern,LDWP,IPP Non-CHP,SB2,155,155,155,Solar Photovoltaic,(OP) Operating,35.250031,-117.9768
18146,61230,"Arevon Energy, Inc.",59868,Kingbird A Solar LLC,CA,Kern,CISO,IPP Non-CHP,GEN01,20,20,20,Solar Photovoltaic,(OP) Operating,34.819,-118.432
18147,65902,"Little Bear Solar 1, LLC (Longroad)",59870,"Little Bear Solar 1, LLC",CA,Fresno,CISO,IPP Non-CHP,GEN01,40,40,40,Solar Photovoltaic,(OP) Operating,36.716,-120.415
