,Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Status,Latitude,Longitude
22629,64745,"KP Vacaville Solar, LLC",63928,Vacaville Hospital,CA,Solano,CISO,Commercial Non-CHP,6701,1.5,1.4,0.7,Solar Photovoltaic,(OP) Operating,38.38867,-121.9386
22634,63602,"Titan Solar 1, LLC",63932,Titan Solar 1 (CA),CA,Imperial,CISO,IPP Non-CHP,TITN1,70,70,70,Solar Photovoltaic,(OP) Operating,33.125786,-115.9111
22643,63606,"Central 40, LLC",63940,Central 40,CA,Stanislaus,CISO,IPP Non-CHP,CEN40,40,40,40,Solar Photovoltaic,(OP) Operating,37.246,-121.104
22650,62856,"Forefront Power, LLC",63947,DGS Valley State Prison,CA,Madera,CISO,IPP Non-CHP,579,2.3,2.3,2.3,Solar Photovoltaic,(OP) Operating,37.10117,-120.1531
22689,60584,Onyx Asset Services Group,63986,Rialto - High School,CA,San Bernardino,CISO,IPP Non-CHP,10136,0.9,0.9,0.9,Solar Photovoltaic,(OP) Operating,34.090318,-117.3556
22696,63648,Family Tree Farms,63993,FTF-PackingShed,CA,Tulare,CISO,Industrial Non-CHP,FTF02,1,1,0.7,Solar Photovoltaic,(OP) Operating,36.546901,-119.4302
22697,63649,Mike Woolf Farming,63994,Firebaugh-CCS-PV-1,CA,Fresno,CISO,Industrial Non-CHP,MWF01,1,1,0.6,Solar Photovoltaic,(OP) Operating,36.734667,-120.6128
22735,63667,"California PV Energy 3, LLC",64028,San Diego - EMDF at San Diego,CA,San Diego,CISO,IPP Non-CHP,EMDF,2.9,2.9,2.9,Solar Photovoltaic,(OP) Operating,32.590258,-116.9195
22752,63667,"California PV Energy 3, LLC",64049,San Diego - NCRC at Vista,CA,San Diego,CISO,IPP Non-CHP,NCRC,1.8,1.8,1.8,Solar Photovoltaic,(OP) Operating,33.190283,-117.2556
22759,63689,"Wonderful Renewable Energy, LLC.",64055,Wonderful Orchards - New Columbia,CA,Madera,CISO,Industrial Non-CHP,WOC,5,5,4.2,Solar Photovoltaic,(OP) Operating,36.8249,-120.3179
22806,63731,Desert Harvest II LLC,64103,Desert Harvest II LLC,CA,Riverside,CISO,IPP Non-CHP,DH002,70,70,70,Solar Photovoltaic,(OP) Operating,33.8,-115.38
22808,63732,"Maverick Solar 4, LLC",64104,"Maverick Solar 4, LLC",CA,Riverside,CISO,IPP Non-CHP,MAV02,100,100,100,Solar Photovoltaic,(OP) Operating,33.7,-115.38
22809,63733,"Maverick Solar 6, LLC",64105,"Maverick Solar 6, LLC",CA,Riverside,CISO,IPP Non-CHP,MAV03,100,100,100,Solar Photovoltaic,(OP) Operating,33.7,-115.38
22811,63734,"Maverick Solar 7, LLC",64106,"Maverick Solar 7, LLC",CA,Riverside,CISO,IPP Non-CHP,MAV05,132,132,132,Solar Photovoltaic,(OP) Operating,33.7,-115.38
22903,56215,"RWE Renewables Americas, LLC",64197,"Fifth Standard Solar PV, LLC (Hybrid)",CA,Fresno,CISO,IPP Non-CHP,FTHSS,150,150,150,Solar Photovoltaic,(OP) Operating,36.153193,-120.1045
22918,63689,"Wonderful Renewable Energy, LLC.",64220,Wonderful Orchards - Westside,CA,Kern,CISO,Industrial Non-CHP,WOC,5,5,4.2,Solar Photovoltaic,(OP) Operating,35.73277,-119.7452
22919,63689,"Wonderful Renewable Energy, LLC.",64221,Wonderful Orchards - Belridge,CA,Kern,CISO,Industrial Non-CHP,WOC,5,5,4.2,Solar Photovoltaic,(OP) Operating,35.50012,-119.7494
22961,60025,Greenbacker Renewable Energy Corporation,64264,Las Virgenes,CA,Los Angeles,LDWP,IPP Non-CHP,298,3,3,3,Solar Photovoltaic,(OP) Operating,34.1265,-118.704
22964,60025,Greenbacker Renewable Energy Corporation,64267,Valencia 2,CA,Imperial,IID,IPP Non-CHP,265,3,3,3,Solar Photovoltaic,(OP) Operating,33.0218,-115.5264
22967,62915,Madison Energy Holdings LLC,64270,"ESCA-LL-COLTON, LLC",CA,San Bernardino,CISO,IPP Non-CHP,COLT1,2.6,2.6,2.6,Solar Photovoltaic,(OP) Operating,34.03925,-117.3606
22983,63869,"SE Athos II, LLC",64290,"SE Athos II, LLC",CA,Riverside,CISO,IPP Non-CHP,IPAT2,200,200,200,Solar Photovoltaic,(OP) Operating,33.751283,-115.355
23005,63248,Palmetto Power Management LLC,64308,"Dissigno Healdsburg FPV, LLC",CA,Sonoma,CISO,IPP Non-CHP,HLDBG,3,3,3,Solar Photovoltaic,(OP) Operating,38.584405,-122.8662
23063,63992,"Tranquillity Solar 1, LLC",64376,Tranquillity ID,CA,Fresno,CISO,IPP Non-CHP,TRANQ,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,36.648026,-120.2459
23089,63432,SkyHigh 2 Solar,64391,Firestone Walker Brewery - Phase 1,CA,San Luis Obispo,CISO,IPP Non-CHP,FWBP1,1.6,1.6,1.6,Solar Photovoltaic,(OP) Operating,35.595877,-120.6943
23094,63432,SkyHigh 2 Solar,64396,EMWD - Perris Valley RWRF,CA,Riverside,CISO,IPP Non-CHP,EMSJN,3.4,3.4,3.4,Solar Photovoltaic,(OP) Operating,33.75998,-117.1877
23095,63432,SkyHigh 2 Solar,64397,EMWD - San Jacinto RWRF NEM,CA,Riverside,CISO,IPP Non-CHP,EMSJN,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,33.798547,-117.0166
23096,63432,SkyHigh 2 Solar,64398,EMWD - Sun City RWRF,CA,Riverside,CISO,IPP Non-CHP,EMSUN,1.6,1.5,1.5,Solar Photovoltaic,(OP) Operating,33.696146,-117.2186
23097,63432,SkyHigh 2 Solar,64399,EMWD - San Jacinto RES BCT,CA,Riverside,CISO,IPP Non-CHP,EMRES,4.2,4.2,4.2,Solar Photovoltaic,(OP) Operating,33.802869,-117.0236
23100,63432,SkyHigh 2 Solar,64401,CSU San Jose State University,CA,Santa Clara,CISO,IPP Non-CHP,CSUSJ,1.7,1.7,1.7,Solar Photovoltaic,(OP) Operating,37.334,-121.884
23101,63432,SkyHigh 2 Solar,64402,El Dorado County,CA,El Dorado,CISO,IPP Non-CHP,ELDCO,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,38.698145,-120.8283
23102,63432,SkyHigh 2 Solar,64403,California State Univ at Channel Islands,CA,Ventura,CISO,IPP Non-CHP,CSUCI,3.7,3.7,3.7,Solar Photovoltaic,(OP) Operating,34.162058,-119.0434
23105,63432,SkyHigh 2 Solar,64406,EMWD - Moreno Valley RWRF,CA,Riverside,CISO,IPP Non-CHP,EMMOR,2.4,2.4,2.4,Solar Photovoltaic,(OP) Operating,33.868252,-117.2141
23117,60281,"Altus Power America Management, LLC",64418,Big Bear,CA,Los Angeles,LDWP,IPP Non-CHP,BB000,5.5,5.5,5.5,Solar Photovoltaic,(OP) Operating,34.015287,-118.1929
23132,62856,"Forefront Power, LLC",64429,Amazon - Stockton - Roof (SCK1) - (CA),CA,San Joaquin,CISO,IPP Non-CHP,19001,2.6,2.6,2.6,Solar Photovoltaic,(OP) Operating,37.911715,-121.1987
23142,64088,"SSA Solar of CA 5, LLC",64438,Vallecitos Water District,CA,San Diego,CISO,IPP Non-CHP,VALLE,1.4,1.4,1.4,Solar Photovoltaic,(OP) Operating,33.212535,-117.177
23150,60025,Greenbacker Renewable Energy Corporation,64441,Valencia 3,CA,Imperial,IID,IPP Non-CHP,266,3,3,3,Solar Photovoltaic,(OP) Operating,32.88567,-115.5377
23180,64095,"RPCA Solar 3, LLC",64471,Byron Highway Solar,CA,Contra Costa,CISO,IPP Non-CHP,BYHWY,5,5,5,Solar Photovoltaic,(OP) Operating,37.847114,-121.6173
23188,64144,Arlington Energy Center II,64481,Arlington Energy Center II,CA,Riverside,CISO,IPP Non-CHP,AEC1,100,100,100,Solar Photovoltaic,(OP) Operating,33.69088,-114.7749
23189,64144,Arlington Energy Center II,64481,Arlington Energy Center II,CA,Riverside,CISO,IPP Non-CHP,AEC2,133,133,133,Solar Photovoltaic,(OP) Operating,33.69088,-114.7749
23198,64135,Resurgence Solar,64489,Resurgence Solar,CA,San Bernardino,CISO,IPP Non-CHP,GEN1,90,90,90,Solar Photovoltaic,(OP) Operating,35.00656,-117.5448
23237,58970,"Ecoplexus, Inc",64517,Department of Justice,CA,Sacramento,BANC,IPP Non-CHP,DOJ,2.4,2.4,2.4,Solar Photovoltaic,(OP) Operating,38.548056,-121.4486
23238,58970,"Ecoplexus, Inc",64518,CA Institute for Women,CA,San Bernardino,CISO,IPP Non-CHP,CIW,1,1,1,Solar Photovoltaic,(OP) Operating,33.949722,-117.6364
23239,58970,"Ecoplexus, Inc",64519,Centinela State Prison,CA,Imperial,IID,IPP Non-CHP,CENSP,6,6,6,Solar Photovoltaic,(OP) Operating,32.825833,-115.7829
23242,58970,"Ecoplexus, Inc",64521,Calipatria State Prison,CA,Imperial,IID,IPP Non-CHP,CALSP,6,6,6,Solar Photovoltaic,(OP) Operating,33.163055,-115.4848
23245,58970,"Ecoplexus, Inc",64523,Atascadero State Hospital,CA,San Luis Obispo,CISO,IPP Non-CHP,ATASC,1.1,1.1,1.1,Solar Photovoltaic,(OP) Operating,35.463333,-120.634
23275,64199,Arlington Energy Center III,64564,Arlington Energy Center III,CA,Riverside,CISO,IPP Non-CHP,AEC3,131,131,131,Solar Photovoltaic,(OP) Operating,33.69088,-114.7749
23290,61944,MN8 Energy LLC,64579,Broadway 2 - UC Riverside,CA,Riverside,CISO,IPP Non-CHP,GEN1,3,3,3,Solar Photovoltaic,(OP) Operating,33.97034,-117.331
23311,62067,EnterSolar,64600,Prologis L.P,CA,San Joaquin,CISO,IPP Non-CHP,PLDPL,3,3,3,Solar Photovoltaic,(OP) Operating,37.725044,-121.5298
23313,62854,"Solar Star California LXXVIII, LLC",64601,County of San Diego COC Hybrid,CA,San Diego,CISO,IPP Non-CHP,PV,1.7,1.7,1.1,Solar Photovoltaic,(OP) Operating,32.833645,-117.1311
23322,64229,"SEPV Sierra, LLC",64611,SEPV Sierra,CA,Los Angeles,CISO,IPP Non-CHP,2,3,3,3,Solar Photovoltaic,(OP) Operating,34.733011,-118.1385
23337,61944,MN8 Energy LLC,64624,Hudson - High Desert Hybrid,CA,San Bernardino,CISO,IPP Non-CHP,GEN1,100,100,100,Solar Photovoltaic,(OP) Operating,34.6365,-117.3724
23342,50123,"Leeward Asset Management, LLC",64630,"Rabbitbrush Solar, LLC",CA,Kern,CISO,IPP Non-CHP,GEN01,100,100,100,Solar Photovoltaic,(OP) Operating,34.83,-118.32
23380,60025,Greenbacker Renewable Energy Corporation,64676,Lake Herman,CA,Solano,CISO,IPP Non-CHP,359,5,5,5,Solar Photovoltaic,(OP) Operating,38.0971,-122.1417
23389,59213,Maas Energy Works,64687,Van der Hoek Solar Array/ Dairy,CA,Fresno,CISO,Industrial Non-CHP,VDH,2.4,3,3,Solar Photovoltaic,(OP) Operating,36.504015,-120.0981
23394,60025,Greenbacker Renewable Energy Corporation,64693,Dos Palos,CA,Merced,CISO,IPP Non-CHP,299,1,1,1,Solar Photovoltaic,(OP) Operating,36.981755,-120.6254
23401,60025,Greenbacker Renewable Energy Corporation,64700,"El Dorado Solar, LLC",CA,El Dorado,CISO,IPP Non-CHP,390,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,38.637,-121.059
23452,60025,Greenbacker Renewable Energy Corporation,64751,Amazon PSP1,CA,Riverside,CISO,IPP Non-CHP,267,3.8,3.8,3.8,Solar Photovoltaic,(OP) Operating,33.92624,-116.9944
23464,60868,Redwood Coast Energy Authority,64766,Redwood Coast Airport Microgrid,CA,Humboldt,CISO,Electric Utility,RCAM1,2.2,1.8,1.8,Solar Photovoltaic,(OP) Operating,40.967222,-124.1044
23593,60281,"Altus Power America Management, LLC",64836,Catalina Express,CA,Los Angeles,CISO,IPP Non-CHP,CATAL,1,1,1,Solar Photovoltaic,(OP) Operating,33.749947,-118.2785
23594,60281,"Altus Power America Management, LLC",64837,Marina South,CA,Los Angeles,CISO,IPP Non-CHP,MARIN,1,1,1,Solar Photovoltaic,(OP) Operating,33.717993,-118.2756
23602,60281,"Altus Power America Management, LLC",64846,Prairie,CA,Los Angeles,LDWP,IPP Non-CHP,PR000,1.8,1.8,1.8,Solar Photovoltaic,(OP) Operating,34.239244,-118.5836
23604,64364,Daggett Solar Power 2 LLC,64851,Daggett 2,CA,San Bernardino,CISO,IPP Non-CHP,DAGGP,182,182,182,Solar Photovoltaic,(OP) Operating,34.860918,-116.8553
23606,64365,Daggett Solar Power 3 LLC,64852,Daggett 3,CA,San Bernardino,CISO,IPP Non-CHP,DAGGP,300,300,300,Solar Photovoltaic,(OP) Operating,34.860918,-116.8553
23614,60025,Greenbacker Renewable Energy Corporation,64861,Deer Creek 2,CA,El Dorado,CISO,IPP Non-CHP,392,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,38.628,-120.984
23636,64366,Terra-Gen Operating Co-Hybrid,64877,Edwards Sanborn E3,CA,Kern,CISO,IPP Non-CHP,PV,27.1,27.1,27.1,Solar Photovoltaic,(OP) Operating,34.946324,-118.1265
23638,64366,Terra-Gen Operating Co-Hybrid,64878,Edwards Sanborn E1A,CA,Kern,CISO,IPP Non-CHP,PV,149.3,149.3,149.3,Solar Photovoltaic,(OP) Operating,34.961922,-118.1242
23640,64366,Terra-Gen Operating Co-Hybrid,64879,Edwards Sanborn E2,CA,Kern,CISO,IPP Non-CHP,PV,137.8,137.8,137.8,Solar Photovoltaic,(OP) Operating,34.941507,-118.129
23704,61785,EDP Renewables North America LLC,64908,Scarlet Solar (CA),CA,Fresno,CISO,IPP Non-CHP,GEN01,200,200,200,Solar Photovoltaic,(OP) Operating,36.597542,-120.3623
23706,64393,"Tulare Solar Center, LLC",64909,Luciana,CA,Tulare,CISO,IPP Non-CHP,TSC,55.8,55.8,55.8,Solar Photovoltaic,(OP) Operating,35.823716,-119.0623
23708,64399,Trona Solar III LLC,64914,Trona Solar III,CA,Inyo,CISO,IPP Non-CHP,71466,2,2,2,Solar Photovoltaic,(OP) Operating,35.804953,-117.3506
23731,64366,Terra-Gen Operating Co-Hybrid,64928,Edwards Sanborn S3,CA,Kern,CISO,IPP Non-CHP,PV,37.7,37.7,37.7,Solar Photovoltaic,(OP) Operating,35.01644,-118.1225
23733,64366,Terra-Gen Operating Co-Hybrid,64929,Edwards Sanborn S1,CA,Kern,CISO,IPP Non-CHP,PV,44.6,44.6,44.6,Solar Photovoltaic,(OP) Operating,35.02769,-118.1328
23865,64424,"Big Beau Solar, LLC  ",64993,"BigBeau Solar, LLC",CA,Kern,CISO,IPP Non-CHP,BB1PV,70,70,70,Solar Photovoltaic,(OP) Operating,34.907041,-118.3441
23867,64424,"Big Beau Solar, LLC  ",64993,"BigBeau Solar, LLC",CA,Kern,CISO,IPP Non-CHP,BB2PV,58,58,58,Solar Photovoltaic,(OP) Operating,34.907041,-118.3441
23868,64746,"KP Sacramento Point West Medical Offices Solar, LLC",64994,Sacramento Point West Medical Offices,CA,Sacramento,BANC,Commercial Non-CHP,6115,1.3,1.2,0.8,Solar Photovoltaic,(OP) Operating,38.596314,-121.428
23875,60531,Standard Solar,65002,SSI West Riverside Landfill LLC,CA,Riverside,LDWP,IPP Non-CHP,WERL,2.5,2.5,2.5,Solar Photovoltaic,(OP) Operating,33.980601,-117.3755
23917,64459,"Blythe Mesa Solar II, LLC",65053,Blythe Mesa Solar II,CA,Riverside,CISO,IPP Non-CHP,IPBMS,223.6,223.6,223.6,Solar Photovoltaic,(OP) Operating,33.640813,-114.6803
23935,57313,Tesla Inc.,65072,Fremont CA AutoFactory,CA,Alameda,CISO,Industrial Non-CHP,RF67,0.3,0.3,0.3,Solar Photovoltaic,(OP) Operating,37.49254,-121.9446
23936,57313,Tesla Inc.,65073,Berrenda Mesa Water District,CA,Kern,CISO,IPP Non-CHP,PV1,6.4,6.4,6.4,Solar Photovoltaic,(OP) Operating,35.613342,-119.8668
23950,64485,Ameresco San Joaquin Solar LLC,65089,Foothill Sanitary Landfill - Solar Array,CA,San Joaquin,PACW,IPP Non-CHP,05452,3.6,3.5,2.4,Solar Photovoltaic,(OP) Operating,38.042352,-120.9338
23952,60025,Greenbacker Renewable Energy Corporation,65091,IGS KSBD,CA,San Bernardino,CISO,IPP Non-CHP,293,4.3,4.3,4.3,Solar Photovoltaic,(OP) Operating,34.10535,-117.2348
23959,62856,"Forefront Power, LLC",65104,CA - DGS RFP - RJ Donovan State Prison,CA,San Bernardino,CISO,IPP Non-CHP,15111,2,2,2,Solar Photovoltaic,(OP) Operating,35.582,-116.924
23960,62856,"Forefront Power, LLC",65105,CA-DGS-California Correctional Inst,CA,Kern,CISO,IPP Non-CHP,15111,4,4,4,Solar Photovoltaic,(OP) Operating,35.1135,-118.569
23978,57313,Tesla Inc.,65131,Fremont - Kato Rd,CA,Alameda,CISO,IPP Non-CHP,PV1,0.5,0.5,0.5,Solar Photovoltaic,(OP) Operating,37.479188,-121.9323
23979,57313,Tesla Inc.,65131,Fremont - Kato Rd,CA,Alameda,CISO,IPP Non-CHP,PV2,0.9,0.9,0.9,Solar Photovoltaic,(OP) Operating,37.479188,-121.9323
23981,65155,The Greater Light USA LLC,65132,University of the Pacific,CA,San Joaquin,CISO,IPP Non-CHP,PV1,4.5,4.5,4.5,Solar Photovoltaic,(OP) Operating,37.980054,-121.3124
24006,59213,Maas Energy Works,65168,Five H Farms Solar Array,CA,Merced,CISO,IPP Non-CHP,FHF,1,1.1,1.1,Solar Photovoltaic,(OP) Operating,37.120446,-120.2928
24007,59213,Maas Energy Works,65169,Van der Kooi Dairy Solar Array,CA,Fresno,CISO,Industrial Non-CHP,VDK,1,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.29169,-120.0224
24016,64538,Donaghy Sales Inc.,65177,Donaghy-Stockton,CA,San Joaquin,CISO,Commercial Non-CHP,DSPV1,1.1,1.1,0.7,Solar Photovoltaic,(OP) Operating,37.909523,-121.1949
24018,58970,"Ecoplexus, Inc",65182,CSP Los Angeles,CA,Los Angeles,CISO,IPP Non-CHP,CSLPA,2.3,2.3,2.3,Solar Photovoltaic,(OP) Operating,34.694314,-118.2278
24022,61944,MN8 Energy LLC,65186,Broadway 3 - UC Merced 1,CA,Merced,CISO,IPP Non-CHP,GEN1,1,1,1,Solar Photovoltaic,(OP) Operating,37.36448,-120.4311
24023,61944,MN8 Energy LLC,65187,Broadway 3 - UCSB Lot 38,CA,Santa Barbara,CISO,IPP Non-CHP,GEN1,1.8,1,1,Solar Photovoltaic,(OP) Operating,34.41974,-119.8564
24024,61944,MN8 Energy LLC,65188,Broadway 4 - Target Shafter,CA,Kern,CISO,IPP Non-CHP,GEN1,1.6,1.6,1.6,Solar Photovoltaic,(OP) Operating,35.46331,-119.1891
24025,64539,"CHF-Davis I, LLC",65189,West Village Solar - Array 1Community So,CA,Yolo,CISO,IPP Non-CHP,WVSA1,1.2,1,0.7,Solar Photovoltaic,(OP) Operating,38.542791,-121.7775
24026,64539,"CHF-Davis I, LLC",65190,West Village Solar - Array 2 Community S,CA,Yolo,CISO,IPP Non-CHP,WVSA2,1.3,1,0.9,Solar Photovoltaic,(OP) Operating,38.542747,-121.7766
24065,64558,OK Produce,65229,OK Produce Fresno Carport,CA,Fresno,CISO,Commercial Non-CHP,OKPVC,2,2,1.3,Solar Photovoltaic,(OP) Operating,36.723488,-119.7744
24073,61944,MN8 Energy LLC,65238,Chambers 4 - Eastvale LGB3,CA,Riverside,CISO,IPP Non-CHP,GEN1,2.4,2.4,2.4,Solar Photovoltaic,(OP) Operating,33.99848,-117.5529
24086,61944,MN8 Energy LLC,65251,Chambers 4 - Redland LGB4,CA,San Bernardino,CISO,IPP Non-CHP,GEN1,1.9,1.9,1.9,Solar Photovoltaic,(OP) Operating,34.08041,-117.2014
24087,61944,MN8 Energy LLC,65252,Chambers 4 - Riverside LGB6 ,CA,Riverside,CISO,IPP Non-CHP,GEN1,2.4,2.4,2.4,Solar Photovoltaic,(OP) Operating,33.88102,-117.3004
24088,61944,MN8 Energy LLC,65253,Chambers 4 - Rialto LGB8,CA,San Bernardino,CISO,IPP Non-CHP,GEN1,2.2,2.2,2.2,Solar Photovoltaic,(OP) Operating,34.12937,-117.4055
24089,61944,MN8 Energy LLC,65254,Chambers 4 - Sacramento SMF1,CA,Sacramento,BANC,IPP Non-CHP,GEN1,2.7,2.7,2.7,Solar Photovoltaic,(OP) Operating,38.68251,-121.5743
24090,61944,MN8 Energy LLC,65255,Chambers 4 - Eastvale DCA2,CA,Riverside,CISO,IPP Non-CHP,GEN1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,33.99347,-117.5539
24091,61944,MN8 Energy LLC,65256,Chambers 4 - San Bernardino SNA7,CA,San Bernardino,CISO,IPP Non-CHP,GEN1,2,2,2,Solar Photovoltaic,(OP) Operating,34.07752,-117.2726
24128,63689,"Wonderful Renewable Energy, LLC.",65277,Wonderful Huller & Shellling,CA,Kern,CISO,Industrial Non-CHP,WHS01,1.5,1.5,0.7,Solar Photovoltaic,(OP) Operating,35.57609,-119.7889
24129,63689,"Wonderful Renewable Energy, LLC.",65278,Wonderful Lost Hills,CA,Kern,CISO,Industrial Non-CHP,WLH01,17.1,16.7,13,Solar Photovoltaic,(OP) Operating,35.66934,-119.8766
24173,64640,"8500 Balboa PV, LLC",65330,"8500 Balboa PV, LLC",CA,Los Angeles,LDWP,IPP Non-CHP,BALB1,2.4,2.4,2.4,Solar Photovoltaic,(OP) Operating,34.22379,-118.4997
24174,64640,"8500 Balboa PV, LLC",65330,"8500 Balboa PV, LLC",CA,Los Angeles,LDWP,IPP Non-CHP,VSPRC,0.8,0.8,0.8,Solar Photovoltaic,(OP) Operating,34.22379,-118.4997
24175,66225,TRITEC Americas,65331,"20333 Normandie PV, LLC",CA,Los Angeles,LDWP,IPP Non-CHP,NORMA,2.6,2.6,2.4,Solar Photovoltaic,(OP) Operating,33.84614,-118.3002
24199,64698,"Renewable Solar, Inc",65364,Danell Bros Inc,CA,Kings,CISO,Industrial Non-CHP,12585,2.6,2.6,2.6,Solar Photovoltaic,(OP) Operating,36.267574,-119.6316
24200,62856,"Forefront Power, LLC",65365,CA - Ventura Co CCD - Moorpark College,CA,Ventura,CISO,IPP Non-CHP,17024,2.6,2.6,2.6,Solar Photovoltaic,(OP) Operating,34.299721,-118.8335
24226,64724,"Lincoln Solar Star, LLC",65382,Lincoln WWTF Hybrid,CA,Placer,CISO,IPP Non-CHP,PV,3,2.8,2.3,Solar Photovoltaic,(OP) Operating,38.859,-121.346
24227,64725,Bodega Avenue Solar LLC,65383,Bodega Avenue Solar LLC,CA,Sonoma,CISO,IPP Non-CHP,003-A,1,1,1,Solar Photovoltaic,(OP) Operating,38.26147,-122.7373
24228,64725,Bodega Avenue Solar LLC,65383,Bodega Avenue Solar LLC,CA,Sonoma,CISO,IPP Non-CHP,003-B,1,1,1,Solar Photovoltaic,(OP) Operating,38.26147,-122.7373
24229,64747,"KP Rancho Cordova Medical Offices Solar, LLC",65384,Rancho Cordova Medical Offices,CA,Sacramento,BANC,Commercial Non-CHP,7101,1.1,1,0.8,Solar Photovoltaic,(OP) Operating,38.576571,-121.291
24248,64754,Gilead Sciences Inc.,65408,Gilead Oceanside Solar Project,CA,San Diego,CISO,IPP Non-CHP,GOSSP,1.5,1.4,0.9,Solar Photovoltaic,(OP) Operating,33.213138,-117.3042
24249,64755,Gilead Sciences Inc. Foster City,65409,Gilead Foster City Solar Project,CA,San Mateo,CISO,IPP Non-CHP,GFCS1,0.9,0.9,0.1,Solar Photovoltaic,(OP) Operating,37.568597,-122.278
24250,64755,Gilead Sciences Inc. Foster City,65409,Gilead Foster City Solar Project,CA,San Mateo,CISO,IPP Non-CHP,GFCS2,0.2,0.1,0.1,Solar Photovoltaic,(OP) Operating,37.568597,-122.278
24285,62856,"Forefront Power, LLC",65447,CA-Ventura Co CCD-Oxnard College Canopy,CA,Ventura,CISO,IPP Non-CHP,19032,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.165905,-119.1568
24299,64731,County of Kern,65464,"Laredo Detention Facility - Solar 2, 3",CA,Kern,CISO,Electric Utility,LDF2,3.1,3,2.3,Solar Photovoltaic,(OP) Operating,35.510942,-119.1099
24300,64731,County of Kern,65464,"Laredo Detention Facility - Solar 2, 3",CA,Kern,CISO,Electric Utility,LDF3,2.1,2.1,1.7,Solar Photovoltaic,(OP) Operating,35.510942,-119.1099
24307,64785,Sealed Air Corporation,65469,Sealed Air Madera Solar Project,CA,Madera,CISO,Industrial Non-CHP,SAMSP,3,3,2.3,Solar Photovoltaic,(OP) Operating,36.945582,-120.056
24321,63226,CalCom Energy,65485,Graniterock Quarry,CA,San Benito,CISO,IPP Non-CHP,GRWQ,4.4,4.4,4.1,Solar Photovoltaic,(OP) Operating,36.878164,-121.6028
24341,17164,Sierra Pacific Industries,65510,Sierra Pacific Chinese Camp,CA,Tuolumne,CISO,Industrial Non-CHP,GEN 1,3.6,3.6,3.6,Solar Photovoltaic,(OP) Operating,37.883393,-120.4544
24352,62856,"Forefront Power, LLC",65523,CA-DGS-California Men's Colony,CA,San Luis Obispo,CISO,IPP Non-CHP,14057,2.2,2.2,2.2,Solar Photovoltaic,(OP) Operating,35.32554,-120.6935
24353,62856,"Forefront Power, LLC",65524,CA-DGS- RFP-Correctional Training Fac,CA,Monterey,CISO,IPP Non-CHP,14069,1.6,1.6,1.6,Solar Photovoltaic,(OP) Operating,36.46767,-121.3846
24354,62856,"Forefront Power, LLC",65525,CA-DGS RFP-Salinas Valley State Prison,CA,Monterey,CISO,IPP Non-CHP,14068,3.3,3.3,3.3,Solar Photovoltaic,(OP) Operating,36.467471,-121.3845
24355,62856,"Forefront Power, LLC",65526,CA-DGS RFP-Pleasant Valley State Prison,CA,Fresno,CISO,IPP Non-CHP,15112,2,2,2,Solar Photovoltaic,(OP) Operating,36.130814,-120.2529
24356,62856,"Forefront Power, LLC",65528,CA - Fresno County - Juvenile Hall,CA,Fresno,CISO,IPP Non-CHP,17031,2.8,2.8,2.8,Solar Photovoltaic,(OP) Operating,36.661113,-119.726
24523,59573,"Solar Star Prime 3, LLC",65562,Amazon Bakersfield 1 Solar Project,CA,Kern,CISO,IPP Non-CHP,ABFSP,4.3,4.2,1.6,Solar Photovoltaic,(OP) Operating,35.446616,-119.0509
24526,64395,"Bay4 Energy Services, LLC",65564,Calibrant Bakersfield LLC,CA,Kern,CISO,IPP Non-CHP,BAKER,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,35.442085,-119.0932
24529,64846,"Google, Inc.",65568,Google Moffett Park Solar Project,CA,Santa Clara,CISO,IPP Non-CHP,GMSP1,0.9,1,1,Solar Photovoltaic,(OP) Operating,37.405313,-122.0175
24530,64846,"Google, Inc.",65568,Google Moffett Park Solar Project,CA,Santa Clara,CISO,IPP Non-CHP,GMSP2,0.7,0.7,0.5,Solar Photovoltaic,(OP) Operating,37.405313,-122.0175
24533,64845,"Gilead Sciences, Inc. - La Verne",65569,Gilead Sciences La Verne Rooftop Solar,CA,Los Angeles,CISO,IPP Non-CHP,GSRSP,1.7,1.6,1.4,Solar Photovoltaic,(OP) Operating,34.09623,-117.7819
24535,64878,West Valley-Mission Community College District,65570,West Valley Mission CCD Solar Project,CA,Santa Clara,CISO,IPP Non-CHP,WVMSP,2.7,2.5,0.9,Solar Photovoltaic,(OP) Operating,37.264377,-122.006
